school;region;klados ;deksiothta;importance;Επάρκεια;Αναντισττοιχία
ΕΠΑΛ;Στερεά Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Διόρθωση των δυσλειτουργιών του εξοπλισμού;9,45;7,24;2,21
ΕΠΑΛ;Στερεά Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Εφαρμογή εργονομικών αρχών στην εργασία;9,34;8,32;1,02
ΕΠΑΛ;Στερεά Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Μελέτη τεχνικών πηγών;9,21;7,95;1,26
ΕΠΑΛ;Στερεά Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);8,83;7,32;1,51
ΕΠΑΛ;Στερεά Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Παρακολούθηση των αυτοματοποιημένων μηχανών;8,47;7,21;1,26
ΕΠΑΛ;Στερεά Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Χρήση εργαλείων μέτρησης;7,85;7,17;0,68
ΕΠΑΛ;Στερεά Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;7,73;7;0,73
ΕΠΑΛ;Στερεά Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ερμηνεία δισδιάστατων σχεδίων;7,1;5,78;1,32
ΕΠΑΛ;Στερεά Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;7;5,5;1,5
ΕΠΑΛ;Στερεά Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ερμηνεία τρισδιάστατων σχεδίων;6,5;4,89;1,61
ΕΠΑΛ;Στερεά Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Χρήση κατάλληλου προστατευτικού εξοπλισμού;10;8;2
ΕΠΑΛ;Στερεά Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Χρήση εργαλείων μέτρησης;10;8;2
ΕΠΑΛ;Στερεά Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);10;8,5;1,5
ΕΠΑΛ;Στερεά Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Παρακολούθηση των αυτοματοποιημένων μηχανών;10;8;2
ΕΠΑΛ;Στερεά Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Μελέτη τεχνικών πηγών;10;8;2
ΕΠΑΛ;Στερεά Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;10;8;2
ΕΠΑΛ;Στερεά Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Εφαρμογή εργονομικών αρχών στην εργασία;10;8,5;1,5
ΕΠΑΛ;Στερεά Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Ερμηνεία τρισδιάστατων σχεδίων;10;8;2
ΕΠΑΛ;Στερεά Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Ερμηνεία δισδιάστατων σχεδίων;10;8;2
ΕΠΑΛ;Στερεά Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Επιθεώρηση της ποιότητας των προϊόντων;10;8;2
ΕΠΑΛ;Στερεά Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Εντοπισμός και διόρθωση προβλημάτων;10;8,5;1,5
ΕΠΑΛ;Στερεά Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Διόρθωση των δυσλειτουργιών του εξοπλισμού;10;7;3
ΕΠΑΛ;Στερεά Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Διενέργεια δοκιμαστικής λειτουργίας;10;7,5;2,5
ΕΠΑΛ;Στερεά Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;10;8;2
ΕΠΑΛ;Στερεά Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Τήρηση αρχείων για την πορεία των εργασιών;9,5;9;0,5
ΕΠΑΛ;Στερεά Ελλάδα;Χωρίς δραστηριότητα;Χρήση κατάλληλου προστατευτικού εξοπλισμού;9,75;8,25;1,5
ΕΠΑΛ;Στερεά Ελλάδα;Χωρίς δραστηριότητα;Εντοπισμός και διόρθωση προβλημάτων;9,75;5;4,75
ΕΠΑΛ;Στερεά Ελλάδα;Χωρίς δραστηριότητα;Επιθεώρηση της ποιότητας των προϊόντων;9,5;6;3,5
ΕΠΑΛ;Στερεά Ελλάδα;Χωρίς δραστηριότητα;Τήρηση αρχείων για την πορεία των εργασιών;8,75;4,75;4
ΕΠΑΛ;Στερεά Ελλάδα;Χωρίς δραστηριότητα;Διόρθωση των δυσλειτουργιών του εξοπλισμού;8,25;4,75;3,5
ΕΠΑΛ;Στερεά Ελλάδα;Χωρίς δραστηριότητα;Χρήση εργαλείων μέτρησης;8;5;3
ΕΠΑΛ;Στερεά Ελλάδα;Χωρίς δραστηριότητα;Παρακολούθηση των αυτοματοποιημένων μηχανών;8;5,25;2,75
ΕΠΑΛ;Στερεά Ελλάδα;Χωρίς δραστηριότητα;Διενέργεια δοκιμαστικής λειτουργίας;8;5;3
ΕΠΑΛ;Στερεά Ελλάδα;Χωρίς δραστηριότητα;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);7,5;4,75;2,75
ΕΠΑΛ;Στερεά Ελλάδα;Χωρίς δραστηριότητα;Εφαρμογή εργονομικών αρχών στην εργασία;7,25;4,75;2,5
ΕΠΑΛ;Στερεά Ελλάδα;Χωρίς δραστηριότητα;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;7,25;2,75;4,5
ΕΠΑΛ;Στερεά Ελλάδα;Χωρίς δραστηριότητα;Μελέτη τεχνικών πηγών;6,25;4,75;1,5
ΕΠΑΛ;Στερεά Ελλάδα;Χωρίς δραστηριότητα;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;6,25;4,5;1,75
ΕΠΑΛ;Στερεά Ελλάδα;Χωρίς δραστηριότητα;Ερμηνεία τρισδιάστατων σχεδίων;6;4,25;1,75
ΕΠΑΛ;Στερεά Ελλάδα;Χωρίς δραστηριότητα;Ερμηνεία δισδιάστατων σχεδίων;6;4,5;1,5
Ήπιες;Ανατολική Μακεδονία και Θράκη;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Υπευθυνότητα / Αυτονομία;9,63;6,5;3,13
Ήπιες;Ανατολική Μακεδονία και Θράκη;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Διαπροσωπικές και Επικοινωνιακές δεξιότητες;9,6;7,63;1,97
Ήπιες;Ανατολική Μακεδονία και Θράκη;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Εργασία σε ομάδα;9,54;6,91;2,63
Ήπιες;Ανατολική Μακεδονία και Θράκη;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Επίλυση προβλημάτων;9,46;6,43;3,03
Ήπιες;Ανατολική Μακεδονία και Θράκη;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Διά βίου μάθηση;9,41;6;3,41
Ήπιες;Ανατολική Μακεδονία και Θράκη;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Ευελιξία / Προσαρμοστικότητα;9,35;6,71;2,64
Ήπιες;Ανατολική Μακεδονία και Θράκη;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Δημιουργικότητα / Δημιουργική σκέψη;8,91;5,97;2,94
Ήπιες;Ανατολική Μακεδονία και Θράκη;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Πρωτοβουλία και Επιχειρηματικότητα;8,09;5,39;2,7
Ήπιες;Ανατολική Μακεδονία και Θράκη;Άλλες δραστηριότητες παροχής υπηρεσιών;Διαπροσωπικές και Επικοινωνιακές δεξιότητες;9,75;7,7;2,05
Ήπιες;Ανατολική Μακεδονία και Θράκη;Άλλες δραστηριότητες παροχής υπηρεσιών;Εργασία σε ομάδα;9,7;7,37;2,33
Ήπιες;Ανατολική Μακεδονία και Θράκη;Άλλες δραστηριότητες παροχής υπηρεσιών;Ευελιξία / Προσαρμοστικότητα;9,68;6,74;2,94
Ήπιες;Ανατολική Μακεδονία και Θράκη;Άλλες δραστηριότητες παροχής υπηρεσιών;Υπευθυνότητα / Αυτονομία;9,6;7,25;2,35
Ήπιες;Ανατολική Μακεδονία και Θράκη;Άλλες δραστηριότητες παροχής υπηρεσιών;Διά βίου μάθηση;9,59;6,59;3
Ήπιες;Ανατολική Μακεδονία και Θράκη;Άλλες δραστηριότητες παροχής υπηρεσιών;Δημιουργικότητα / Δημιουργική σκέψη;9,35;7,1;2,25
Ήπιες;Ανατολική Μακεδονία και Θράκη;Άλλες δραστηριότητες παροχής υπηρεσιών;Επίλυση προβλημάτων;9,15;6,55;2,6
Ήπιες;Ανατολική Μακεδονία και Θράκη;Άλλες δραστηριότητες παροχής υπηρεσιών;Πρωτοβουλία και Επιχειρηματικότητα;8,6;6,15;2,45
Ήπιες;Ανατολική Μακεδονία και Θράκη;Δημόσια διοίκηση και άμυνα, υποχρεωτική κοινωνική ασφάλιση;Υπευθυνότητα / Αυτονομία;10;9;1
Ήπιες;Ανατολική Μακεδονία και Θράκη;Δημόσια διοίκηση και άμυνα, υποχρεωτική κοινωνική ασφάλιση;Ευελιξία / Προσαρμοστικότητα;10;10;0
Ήπιες;Ανατολική Μακεδονία και Θράκη;Δημόσια διοίκηση και άμυνα, υποχρεωτική κοινωνική ασφάλιση;Επίλυση προβλημάτων;10;7;3
Ήπιες;Ανατολική Μακεδονία και Θράκη;Δημόσια διοίκηση και άμυνα, υποχρεωτική κοινωνική ασφάλιση;Δημιουργικότητα / Δημιουργική σκέψη;10;7;3
Ήπιες;Ανατολική Μακεδονία και Θράκη;Δημόσια διοίκηση και άμυνα, υποχρεωτική κοινωνική ασφάλιση;Διά βίου μάθηση;9,5;9;0,5
